Ticker,Headline,Sentiment,Score
MSFT,Microsoft (MSFT): The Best Gaming Stock to Invest In According to Billionaires - Yahoo Finance,neutral,0
MSFT,Jim Cramer on Microsoft Corporation (MSFT): AI Giant with a Cloudy Build-Out Pause - Yahoo Finance,neutral,0
MSFT,"MSFT, AVGO, or PLTR: Which Tech Stock Is Wall Street’s Most Attractive Pick? - markets.businessinsider.com",neutral,0
MSFT,Microsoft (MSFT) Stock Slides as Market Rises: Facts to Know Before You Trade - MSN,neutral,0
MSFT,Is Microsoft Corporation (MSFT) the Best Stock to Invest in for Long Term?,neutral,0
MSFT,Goldman Sachs Is Upbeat on Microsoft (MSFT)’s 2026 Outlook,positive,1
MSFT,Microsoft (NasdaqGS:MSFT) To Enhance Data Security With Kyndryl Using Microsoft Purview,positive,1
MSFT,Insights Into Microsoft (MSFT) Q3: Wall Street Projections for Key Metrics,neutral,0
MSFT,Here is What to Know Beyond Why Microsoft Corporation (MSFT) is a Trending Stock,neutral,0
MSFT,Microsoft (MSFT) Fell as Azur Revenue Growth Fell Short of Expectations,negative,-1
NVDA,Nvidia's Stock Is Trading As If It's 2022 Again (NVDA) - Seeking Alpha,neutral,0
NVDA,Josh Brown Explains Long-Term Threats to Nvidia (NVDA) - Yahoo Finance,neutral,0
NVDA,Amazon and Nvidia (NVDA) Say the Construction of AI Data Centers Is Not Slowing Down - The Globe and Mail,positive,1
NVDA,Why Two CNBC Panelists Were Very Bearish on Nvidia (NVDA) Stock - Yahoo Finance,negative,-1
NVDA,Is NVIDIA Corp. (NASDAQ:NVDA) the Best Stock Under $100 to Buy According to Hedge Funds? - Yahoo Finance,neutral,0
NVDA,Ultimate Insider Marjorie Taylor Greene’s #3 Stock Pick: NVIDIA Corporation (NVDA) - Yahoo Finance,neutral,0
NVDA,Jim Cramer Says NVIDIA (NVDA) Stock Isn’t Cheap ‘Unless Everything Goes Right’ - Yahoo Finance,neutral,0
NVDA,"NVDA, CRM, or GOOGL: Which Tech Stock Is the Most Attractive Pick? - TipRanks",neutral,0
NVDA,"Nvidia (NVDA) Stock: Why Analysts Are Shouting ""Buy"" After Recent Price Drop - CoinCentral",negative,-1
NVDA,Is NVIDIA Corporation (NVDA) the Best Aggressive Growth Stock to Buy Now? - Yahoo Finance,neutral,0
NVDA,Nvidia (NVDA) Stock Identified as Top AI Stock by Veteran Investor - Yahoo Finance,positive,1
NVDA,NVIDIA Corporation (NVDA): Among Louis Navellier’s Stock Picks with Huge Upside Potential - Yahoo Finance,neutral,0
NVDA,Why Nvidia (NVDA) Stock Is Down Today - Yahoo Finance,negative,-1
NVDA,NVIDIA (NVDA) Stock: AWS Just Delivered Great News Amid Trade Tensions - CoinCentral,positive,1
NVDA,Is NVIDIA Corporation (NVDA) the Best Nancy Pelosi Stock To Invest In Now? - Yahoo Finance,neutral,0
NVDA,NVIDIA (NASDAQ: NVDA) Price Prediction and Forecast 2025-2030 for April 22 - 24/7 Wall St.,neutral,0
NVDA,Is NVIDIA (NVDA) Among the Best Guru Stocks to Buy According to Wall Street Analysts? - Yahoo Finance,neutral,0
NVDA,NVIDIA Corporation (NVDA): The Best Stock to Buy and Hold for 2 Years - Yahoo Finance,neutral,0
NVDA,"Fund Update: BARTLETT & CO. WEALTH MANAGEMENT LLC added 190,371 shares of NVIDIA ($NVDA) to their portfolio - Nasdaq",neutral,0
NVDA,Nvidia (NVDA) Stock Moves -1.37%: What You Should Know - Yahoo Finance,neutral,0
NVDA,"AAPL, NVDA, TSLA: China Denies It Has Entered Trade Talks with U.S. - The Globe and Mail",neutral,0
NVDA,Nvidia Stock Is Staring Down a New $1 Trillion Opportunity. How Should You Play NVDA Here? - Barchart.com,neutral,0
NVDA,Veteran Investor Says NVDA Can Reach $130 After Earnings - Yahoo Finance,neutral,0
NVDA,Is NVIDIA Corporation (NVDA) the Best Stock to Invest in for Long Term?,neutral,0
NVDA,"Why a Cautious, Longtime Investor Is Rather Bullish on NVDA",neutral,0
NVDA,"Nvidia (NVDA) Will Benefit From Resolution of Trade War in the Medium Term, Veteran Analyst Says",positive,1
NVDA,Mar Vista’s U.S. Quality Strategy Established a Position in NVIDIA (NVDA) Following a Pullback,positive,1
PFE,Pfizer (PFE) Stock Sinks As Market Gains: What You Should Know - Yahoo Finance,negative,-1
PFE,Jim Cramer Warns on Pfizer (PFE): “That 7.7% Yield Is Not a Sign of Strength – It’s a Sign of Weakness” - Yahoo Finance,negative,-1
PFE,PFE vs. LLY: Which Stock Should Value Investors Buy Now? - Yahoo Finance,neutral,0
PFE,Are Investors Undervaluing Pfizer (PFE) Right Now? - Yahoo Finance,neutral,0
PFE,Pfizer Stock: This Falling Knife Keeps Going Lower And Lower (NYSE:PFE) - Seeking Alpha,negative,-1
PFE,Is Pfizer Stock (PFE) Worth Buying on the Dip? - TipRanks,neutral,0
PFE,Is Pfizer Inc. (PFE) A Cheap NYSE Stock to Invest in According to Hedge Funds? - Yahoo Finance,neutral,0
PFE,Is Pfizer Inc. (PFE) the Best Large-Cap Value Stock to Buy as the Recession Hits? - Yahoo Finance,neutral,0
PFE,Pfizer (NYSE:PFE) Collaborates With Guardant Health on Oncology; Declares US$0.43 Dividend - Yahoo Finance,positive,1
PFE,Is Pfizer (PFE) Stock Undervalued Right Now? - Yahoo Finance,neutral,0
PFE,"With 67% institutional ownership, Pfizer Inc. (NYSE:PFE) is a favorite amongst the big guns - Yahoo Finance",neutral,0
PFE,Pfizer Inc. (PFE): One of the Safe Dividend Stocks with Yields Above 5% - Yahoo Finance,neutral,0
PFE,Is Trending Stock Pfizer Inc. (PFE) a Buy Now? - Yahoo Finance,neutral,0
PFE,Pfizer Inc. (PFE): Among Jeff Smith’s Top Activist Targets - Yahoo Finance,neutral,0
PFE,"Pfizer Inc. (PFE): “Dead Money… Close the Casket,” Says Jim Cramer - Yahoo Finance",neutral,0
PFE,Pfizer Inc. (NYSE: PFE) Stock: Can New Drug Pipeline Rescue Tumbling Share Price? - CoinCentral,neutral,0
PFE,Is Pfizer Inc. (PFE) the Most Undervalued Healthcare Stock to Buy According to Analysts? - Yahoo Finance,neutral,0
PFE,Pfizer (PFE) Laps the Stock Market: Here's Why - Yahoo Finance,neutral,0
PFE,Potential Stock Woe Ahead as Pfizer (PFE) Riles Donald Trump - Yahoo Finance,negative,-1
PFE,Investors Heavily Search Pfizer Inc. (PFE): Here is What You Need to Know - Yahoo Finance,neutral,0
PFE,Analysts Estimate Pfizer (PFE) to Report a Decline in Earnings: What to Look Out for - Nasdaq,negative,-1
PFE,"Pfizer (NYSE:PFE) sheds US$13b, company earnings and investor returns have been trending downwards for past three years - Yahoo Finance",negative,-1
PFE,Pfizer: Is The 7.63% Dividend Yield Worth The Effort? (NYSE:PFE) - Seeking Alpha,neutral,0
PFE,Pfizer Inc. (PFE): Among Blue Chip Stocks to Invest in at 52-Week Lows - Yahoo Finance,negative,-1
PFE,Pfizer Earnings Preview: Pharma May Plumb New Depths After Obesity Drug Debacle (NYSE:PFE) - Seeking Alpha,negative,-1
PFE,Here is What to Know Beyond Why Pfizer Inc. (PFE) is a Trending Stock - Yahoo Finance,neutral,0
PFE,Unpacking Q4 Earnings: Pfizer (NYSE:PFE) In The Context Of Other Branded Pharmaceuticals Stocks - Yahoo Finance,neutral,0
PFE,JNJ vs. PFE: Which Drug Giant is a Better Buy Now? - Yahoo Finance,neutral,0
PFE,Bernstein Sticks to Their Hold Rating for Pfizer (PFE) - The Globe and Mail,neutral,0
PFE,Pfizer Inc. (NYSE: PFE) Price Prediction and Forecast 2025-2030 (April 2025) - 24/7 Wall St.,neutral,0
PFE,$PFE stock is up 2% today. Here's what we see in our data. - Nasdaq,positive,1
PFE,"Pfizer, Inc. (PFE) Stock Forecasts - Yahoo Finance",neutral,0
PFE,Pfizer stock slips after dropping weight loss drug (PFE:NYSE) - Seeking Alpha,negative,-1
PFE,"Pfizer (PFE) Price Target Reduced by BofA, Neutral Outlook Maint - GuruFocus",neutral,0
PFE,Trend Tracker for (PFE) - news.stocktradersdaily.com,neutral,0
PFE,Is Pfizer Stock (PFE) Worth Buying After Its Weight Loss Pill Failure? - markets.businessinsider.com,neutral,0
PFE,Pfizer (NYSE:PFE) Involved In Lawsuit Over US$45 Per Share Cerevel Acquisition - Yahoo Finance,negative,-1
PFE,Pfizer: Tasty 7% Yield (NYSE:PFE) - Seeking Alpha,neutral,0
PFE,Pfizer (NYSE:PFE) Collaborates With Guardant Health on Oncology; Declares US$0.43 Dividend,neutral,0
PFE,PFE vs. LLY: Which Stock Should Value Investors Buy Now?,neutral,0
PFE,Are Investors Undervaluing Pfizer (PFE) Right Now?,negative,-1
PFE,Curious about Pfizer (PFE) Q1 Performance? Explore Wall Street Estimates for Key Metrics,neutral,0
PFE,"With 67% institutional ownership, Pfizer Inc. (NYSE:PFE) is a favorite amongst the big guns",neutral,0
PFE,Pfizer (PFE) Stock Sinks As Market Gains: What You Should Know,neutral,0
PLTR,Why Palantir (PLTR) Stock Is Trading Up Today - Yahoo Finance,positive,1
PLTR,Palantir Is A Frontrunner For Trump’s ‘Golden Dome.’ Should You Buy PLTR Stock Now? - Barchart.com,neutral,0
PLTR,"TSLA, PLTR and SMCI Forecast – Major Stocks Quiet in the Premarket Trading of Tuesday - FXEmpire",negative,-1
PLTR,"Mizuho Tells Investors to Unload Palantir (PLTR) Stock, Citing Valuation - Yahoo Finance",negative,-1
PLTR,Why Are Palantir (PLTR) Shares Climbing Today - TradingView,positive,1
PLTR,Is Palantir Technologies Inc. (PLTR) the Best Multibagger Stock to Buy According to Billionaires? - Yahoo Finance,neutral,0
PLTR,Palantir Technologies (PLTR) Stock: Cloud Deal Sends Shares Skyward - CoinCentral,positive,1
PLTR,GOOGL Partners with PLTR to Boost Government AI Adoption Ahead of Q1 Earnings - TipRanks,positive,1
PLTR,Is Palantir Technologies Inc. (PLTR) the Best Stock To Buy According to Marjorie Taylor Greene? - Yahoo Finance,neutral,0
PLTR,Palantir Technologies (NASDAQ: PLTR) Price Prediction and Forecast 2025-2030 for April 21 - 24/7 Wall St.,neutral,0
PLTR,Why Palantir (PLTR) Stock Is Up Today - Yahoo Finance,positive,1
PLTR,Palantir Technologies Inc. (PLTR) Boosts U.S. Defense AI Clout with NATO Deal - Yahoo Finance,positive,1
PLTR,$PLTR stock is up 3% today. Here's what we see in our data. - Nasdaq,positive,1
PLTR,PLTR Quantitative Stock Analysis - Nasdaq,neutral,0
PLTR,Why Are Palantir (PLTR) Shares Climbing Today - Yahoo Finance,positive,1
PLTR,Earnings Growth & Price Strength Make Palantir Technologies Inc. (PLTR) a Stock to Watch - Nasdaq,positive,1
PLTR,Jim Cramer on Palantir Technologies (PLTR): “It’s Back — Don’t You Dare Short This Meme Monster!” - Yahoo Finance,neutral,0
PLTR,"Palantir Technologies (PLTR) Stock: Price Surges, Is The Defense Tech Giant Ready to Bounce Back? - CoinCentral",neutral,0
PLTR,Palantir Stock: The Breakthrough That Changes Everything (NASDAQ:PLTR) - Seeking Alpha,neutral,0
PLTR,Why Palantir (PLTR) Stock is Moving Today - GuruFocus,neutral,0
PLTR,Why Palantir (Nasdaq: PLTR) Is Soaring And What Wall Street Thinks About the Stock - 24/7 Wall St.,neutral,0
PLTR,Palantir Technologies Inc. (PLTR) Stock Dips While Market Gains: Key Facts - Yahoo Finance,negative,-1
PLTR,Palantir (PLTR) Stock Movement Amid US-China Trade Optimism - GuruFocus,neutral,0
PLTR,Palantir Is Teaming Up With Google in Bid to Win More Gov Contracts. How Should You Play PLTR Stock Here? - Barchart.com,neutral,0
PLTR,Palantir Stock (PLTR) Rockets Higher After Nato Selects its AI Warfare Technology to Boost Defense - TipRanks,positive,1
PLTR,Is Palantir (PLTR) Expanding Its Client Base or Cashing In on Loyal Spenders? - Yahoo Finance,positive,1
PLTR,Palantir Technologies (NASDAQ: PLTR) Price Prediction and Forecast 2025-2030 for April 14 - 24/7 Wall St.,neutral,0
PLTR,Why Palantir (PLTR) Stock Is Moving Today - GuruFocus,neutral,0
PLTR,Palantir Technologies Inc. (PLTR) Price Target Trimmed to $90 Amid GenAI Momentum - Yahoo Finance,positive,1
PLTR,Palantir Technologies (PLTR) Stock: AI Darling or Overpriced Tech Bubble? - CoinCentral,neutral,0
PLTR,PLTR Stock Surges on Google Cloud Partnership News - GuruFocus,neutral,0
PLTR,Is Palantir Technologies Inc. (PLTR) the Best Long Term Growth Stock to Buy According to Billionaires? - Yahoo Finance,neutral,0
PLTR,Why Trump’s Tariff Downpour Can Catalyze Palantir Stock (PLTR) - Yahoo Finance,neutral,0
PLTR,June 6th Options Now Available For Palantir Technologies (PLTR) - Nasdaq,neutral,0
PLTR,Palantir Technologies (PLTR) technical analysis - Palantir Technologies (NASDAQ:PLTR) - Benzinga,neutral,0
PLTR,Palantir Technologies (PLTR) – AI Expansion Fuels 100% Stock Surge - Yahoo Finance,positive,1
PLTR,Why Palantir (PLTR) Stock is Moving Today - GuruFocus,neutral,0
PLTR,Is Palantir Technologies (PLTR) the Best Tech Stock to Buy For Long-Term Investment? - Yahoo Finance,neutral,0
PLTR,Will NATO Deal Boost Palantir Stock? Consider PLTR Valuation First - Nasdaq,neutral,0
PLTR,Analyst Explains Why Palantir Technologies (PLTR) Can Reach $100 - Yahoo Finance,neutral,0
PLTR,Why Palantir (PLTR) Stock Is Falling Today - Yahoo Finance,negative,-1
PLTR,Palantir Technologies Inc. (PLTR) Stock Moves -0.67%: What You Should Know - Nasdaq,neutral,0
PLTR,Analysts Think Palantir Technologies (PLTR) is Among the Best Big Data Stocks to Buy - Yahoo Finance,positive,1
PLTR,Palantir (PLTR) Eyes Defense Contract Wins as Analyst Flags Cautious Optimism - Yahoo Finance,positive,1
PLTR,Palantir Just Nailed A Major NATO Win. Should You Buy PLTR Stock Now? - Barchart.com,neutral,0
PLTR,Why Palantir Technologies (PLTR) Went Up on Wednesday - MSN,neutral,0
PLTR,Is Palantir Technologies Inc. (NASDAQ:PLTR) The Best Stock to Buy and Hold for 2 Years? - Yahoo Finance,neutral,0
PLTR,Palantir Stock (PLTR) Gains as Retail Buzz and Government Deals Fuel Investor Frenzy - TipRanks,positive,1
PLTR,Creating A 40% “Dividend” On PLTR Stock Using Options - Barchart.com,neutral,0
PLTR,Palantir Technologies (NASDAQ: PLTR) Price Prediction and Forecast 2025-2030 for April 7 - 24/7 Wall St.,neutral,0
PLTR,Palantir Stock: Understanding The Bull Case (NASDAQ:PLTR) - Seeking Alpha,neutral,0
PLTR,Palantir Technologies (PLTR) Price Prediction and Forecast 2025-2030 For March 31 - 24/7 Wall St.,neutral,0
PLTR,Palantir Technologies (NasdaqGS:PLTR) Expands Government AI Services and Partners with Vatn Systems - Yahoo Finance,positive,1
PLTR,"MSFT, AVGO, or PLTR: Which Tech Stock Is Wall Street’s Most Attractive Pick? - TipRanks",neutral,0
PLTR,Jim Cramer on Palantir Technologies (PLTR): ‘Meme Guys Are Pushing It Up Every Day’,neutral,0
PLTR,Why Palantir (PLTR) Stock Is Trading Up Today,neutral,0
PLTR,Why Palantir Technologies (PLTR) Went Up on Wednesday,neutral,0
RTX,RTX Posted Strong Earnings. Why the Stock Is Tumbling. - Barron's,neutral,0
RTX,Why RTX (RTX) Shares Are Falling Today - Yahoo Finance,negative,-1
RTX,RTX Shares Drop on Potential $850 Million Hit From Trump Tariffs - Bloomberg.com,negative,-1
RTX,"RTX's shares plunge on disappointing sales guidance, tariff worries (RTX:NYSE) - Seeking Alpha",negative,-1
RTX,Director’s Strategic Move: A Significant RTX Stock Purchase - TipRanks,neutral,0
RTX,Here's How RTX Shocked the Market Today (Hint: It's Tariff Related) - The Motley Fool,neutral,0
RTX,RTX Corp. stock underperforms Tuesday when compared to competitors - MarketWatch,negative,-1
RTX,"RTX Q1 Earnings & Sales Beat Estimates, Increase Year Over Year - Zacks Investment Research",positive,1
RTX,Why RTX Corporation (RTX) Crashed on Tuesday - Yahoo Finance,neutral,0
RTX,RTX Corporation (RTX): One of the Top Defense Stock Picks from the Goldman Sachs Portfolio - Yahoo Finance,neutral,0
RTX,RTX Earnings: A Bleak Outlook Slams RTX Stock Today - TipRanks,negative,-1
RTX,"Lockheed Martin, RTX Earnings Views; Northrop Grumman Misses - Investor's Business Daily",neutral,0
RTX,What’s Happening With RTX Stock? - Forbes,neutral,0
RTX,$RTX stock is up 6% today. Here's what we see in our data. - Nasdaq,positive,1
RTX,"RTX cautions $850 million hit from Trump's tariffs over 2025, shares fall - Reuters",negative,-1
RTX,"Earnings call transcript: RTX Q1 2025 earnings beat expectations, stock drops - Investing.com",neutral,0
RTX,Here's How RTX Shocked the Market Today (Hint: It's Tariff Related) - Yahoo Finance,neutral,0
RTX,"Tesla, Boeing, Northrop, RTX, 3M, GE Aerospace, Lockheed, Verizon, First Solar, and More Movers - Barron's",neutral,0
RTX,RTX Stock Still A Buy After Tariff Sell-Off (NYSE:RTX) - Seeking Alpha,neutral,0
RTX,"RTX's $850M tariff hit, 3M stock gains, 3,521% solar tariff - Yahoo Finance",positive,1
RTX,"Lockheed, RTX Stocks Are Rising on Post-Earnings Upgrades - Barron's",positive,1
RTX,RTX vs. Lockheed Martin: Which Defense Stock to Consider in 2025? - Yahoo Finance,neutral,0
RTX,Here's Why RTX (RTX) is a Strong Value Stock - Yahoo Finance,neutral,0
RTX,"Why RTX Delivers Growth, Value, and Counteroffense in the Turbulent Trump Era - Yahoo Finance",neutral,0
RTX,Defense stocks sink as RTX warns of $850 million hit from tariffs - qz.com,negative,-1
RTX,RTX Co. (NYSE:RTX) Shares Purchased by J. Stern & Co. LLP - MarketBeat,neutral,0
RTX,RTX Co. (NYSE:RTX) Shares Purchased by MGO One Seven LLC - MarketBeat,neutral,0
RTX,Defense Stocks Tumble After RTX Warns of Tariff Hit - WSJ,negative,-1
RTX,RTX (NYSE:RTX) Stock Price Up 0.2% After Analyst Upgrade - MarketBeat,positive,1
RTX,RTX Posts Better-Than-Expected Earnings. Why the Stock Is Tumbling. - Barron's,neutral,0
RTX,RTX Q1 Earnings Call: Tariff Risks and Solid Execution Shape Outlook - Yahoo Finance,positive,1
RTX,"Top Analyst Reports for Coca-Cola, Abbott & RTX - Yahoo Finance",neutral,0
RTX,Here's Why RTX (RTX) is a Strong Value Stock - Nasdaq,neutral,0
RTX,RTX May Bag a $4.2 Billion Big-Blimp Bonanza - The Motley Fool,neutral,0
RTX,RTX Braces for $850 Million Tariff Hit; Stock Slides - WSJ,negative,-1
RTX,Where to buy RTX 5060 Ti GPU — live updates and stock checker - Tom's Guide,neutral,0
RTX,The Nvidia GeForce RTX 5070 Ti Graphics Card Is in Stock on Amazon (for Prime Members) - IGN,neutral,0
RTX,RTX's Advanced Missile Defense Radar Secures Full Production Approval as Global Demand Surges - Stock Titan,positive,1
RTX,RTX Stock Drops Despite Strong Q1 Earnings Report - Evrim Ağacı,negative,-1
RTX,Why RTX (RTX) Shares Are Falling Today - The Globe and Mail,negative,-1
RTX,RTX Corporation (RTX) Stock: Strong Q125 Growth Overshadowed by Tariff Fears - CoinCentral,positive,1
RTX,RTX Co. (NYSE:RTX) Stock Position Raised by MML Investors Services LLC - MarketBeat,neutral,0
RTX,RTX Faces Tariff Concerns Despite Strong Earnings Report | RTX Stock News - GuruFocus,negative,-1
RTX,Insider Buying: RTX Co. (NYSE:RTX) Director Purchases 200 Shares of Stock - MarketBeat,neutral,0
RTX,RTX (RTX): BofA Adjusts Price Target Amid Tariff Concerns | RTX Stock News - GuruFocus,negative,-1
RTX,RTX Co. (NYSE:RTX) Shares Bought by Tower Research Capital LLC TRC - MarketBeat,neutral,0
RTX,RTX upgraded at Morgan Stanley as compelling buying opportunity (RTX:NYSE) - Seeking Alpha,positive,1
RTX,Time To Buy RTX Stock At $125? - Trefis,neutral,0
RTX,Jim Cramer Says RTX Corporation (RTX) Is the Best of the Defense Stocks - Yahoo Finance,neutral,0
RTX,RTX (NYSE:RTX) Stock Surges 10% Over Last Week - Yahoo Finance,positive,1
RTX,"RTX (NYSE:RTX) Stock Price Expected to Rise, UBS Group Analyst Says - MarketBeat",positive,1
